"ZCTA5CE10","Observed_SpRich","ChaoEst_SpRich","RarefiedEst_SpRich","Checklists","Year","Observed_SpDiv","ChaoEst_SpDiv","RarefiedEst_SpDiv","Anxiety_Mood_Hosp","black","median_income","Area"
48307,8,8,6.53645229557884,2,2008,6.4496793766688,6.86840974464144,5.41458404068045,8.702327158,0.048129735,73307,39817135.0762834
48326,15,113,16.969799000102,1,2008,15,142.32650658051,16.9766828579893,11.06393339,0.163472222,50984,46279849.9829963
48331,32,45.4609826589595,8.95638019230596,6,2008,12.7086705050385,13.6034182108086,6.87866834369357,5.039330331,0.12042991,97819,24046889.3805395
48335,40,40.7986111111111,10.6084109987908,9,2008,19.0685243261642,19.7821709631725,9.0964680569162,4.604605559,0.1869951,68311,19496851.8774701
48336,33,45.2328431372549,8.03247165290193,9,2008,10.5369536434012,10.879290829865,5.91510392625158,6.628174704,0.159178886,59274,23506825.5753082
48341,36,57.0289772727273,10.7702265127437,2,2008,18.7574444550148,21.4491188477018,9.01225365607186,30.04133271,0.600132347,36961,17147534.6494992
48377,37,43.1085790884718,11.4636104748999,15,2008,22.0578690481201,23.4479470358092,10.1305405594018,6.035946123,0.12308478,61494,27134075.31134
48380,53,58.9939637826962,11.3910027394742,5,2008,24.5110022502551,25.277940990087,9.70348682565535,4.282012777,0.008503172,92627,69803878.3156431
48381,10,12.1818181818182,7.76458178535365,1,2008,7.1378495025392,8.65400539107627,5.99911817366177,4.055378739,0.005554686,75285,53732014.1164398
48390,75,99.4978404583517,9.60002133387187,62,2008,17.3521219865144,17.4236730286693,7.68186401330964,4.051782016,0.025729353,66036,34928364.6211548
48401,10,15.6842105263158,9.35087719298245,3,2008,7.45314529385564,11.703400639851,7.10366283592009,13.99902967,0.006206897,39352,85742808.3339605
48419,7,7,3.11336141820771,2,2008,2.7399642283115,2.74459165059889,2.44633254863381,6.288867591,0,38904,202525986.853029
48421,13,33.8833333333333,5.03420320619402,2,2008,4.53863068506864,4.92408278272635,3.57438056106312,12.08460113,0.002069169,56948,113117876.902939
48427,36,39.6743195704499,7.71941732800719,1,2008,9.60653441791576,10.0384755559031,5.5240146710921,12.78049917,0.000343879,38300,253449186.512808
48450,3,3,2.12162507620002,1,2008,1.42018656954292,1.44220471673284,1.34565852765857,14.37841048,0.00041468,41688,63572323.1059306
48471,10,10.665770609319,2.06028323267904,1,2008,1.46209853885758,1.47266743594258,1.3062266877386,12.94968688,0.003197726,36885,260881757.405541
48472,7,7.24833333333333,3.42950313930212,1,2008,2.30388150503025,2.356777582069,1.99390563470628,0,0,40403,197433927.479001
48601,37,37.7486462093863,8.35941633451394,1,2008,11.8441908743636,12.267224486062,6.0787347274038,17.02192157,0.55687311,26751,283642918.054113
48604,1,1,1,1,2008,1,1,1,6.113836576,0.077024881,42566,67698489.1725221
48609,58,61.5988899167438,10.0135420332774,10,2008,18.1092810536912,18.2890764037631,8.38246979725083,6.244064104,0.006605331,52972,123996753.710045
48631,42,63.0874110320285,9.72376686095875,19,2008,16.0734230825591,17.0307958514399,7.9283317140352,8.591690373,0.001509271,54404,88757530.3689086
48634,26,26,12.2585578759382,2,2008,21.6540598318861,24.7238015840574,11.1064443477597,6.075001624,0.001346801,53373,126555364.593972
48640,47,55.9734513274336,10.4100866693135,5,2008,18.9186711566061,20.7009710823714,8.10821396958059,11.07010764,0.009380805,49204,270638631.09989
48642,17,22.910447761194,9.46465888152336,1,2008,11.9771600465362,14.3811800726638,8.10591918677586,9.431278272,0.013804341,58763,297040540.521878
48650,89,94.7833479404032,11.5585719187847,9,2008,28.6258884800522,29.2138402238124,9.61358391193581,14.20548796,0.002039984,44327,282550291.215517
48653,40,56.23125,12.7067898417454,2,2008,27.606978139738,33.3780562989976,11.5745890315595,12.56183824,0.003041303,37821,700479043.785584
48655,14,15.9375,10.8046440489433,2,2008,12.5033914502502,16.3279917254182,9.74750468580063,6.931197492,0.00209958,48498,248582865.232589
48657,3,4.5,4.46436410397291,1,2008,2.82842712474619,4.89130913071361,4.73046092841383,13.56761812,0.000620964,50580,172935352.441103
48661,1,1,1,1,2008,1,1,1,9.861922243,0.000938879,38528,694950017.65728
48706,124,135.998973130241,12.8418547401337,90,2008,41.1480883971683,41.3968479711471,11.5335119674865,18.1843331,0.008675689,44157,191790618.513072
48725,2,2.5,2.49999996515414,1,2008,2,3.37500000000171,3.37462165416337,4.812430317,0.002417405,42219,106458242.683982
48727,19,59.2857142857143,7.43039819193003,2,2008,8.67036367492795,9.77010278982772,5.956881486536,2.556384161,0.008560311,45989,63722742.4798716
48730,112,151.054172884246,10.0398671615637,6,2008,20.6004903439637,20.9476080608358,7.77687648943004,5.098522031,0.002346917,41132,207920783.027931
48732,60,81.9990762124711,10.994339981888,4,2008,23.4711889233379,26.0333271542717,9.2400389534125,20.3138352,0.012210964,42070,80106329.5889893
48741,23,33.0845,7.55186376335082,2,2008,9.09202539894287,9.76010819872927,5.88743672304197,10.97257272,0.000950119,41860,120894785.743261
48746,30,34.5407478427613,11.177269545763,1,2008,19.2454300994597,21.8343261510843,9.78459203356795,5.522486761,0.004640371,46735,212128100.317134
48763,10,17.8787878787879,5.27810111034875,2,2008,3.69122165768858,4.20525895064194,2.96301192445882,9.669313687,0.002522068,36607,252832485.815391
48767,18,19.4788732394366,10.0853472554299,1,2008,13.1897025722814,15.2247063355085,8.46824890620538,7.583300925,0,43607,219273988.539366
48809,49,80.7355371900827,13.9341714831943,1,2008,36.6253723329358,52.5793316269964,12.9943475187735,5.686224094,0.001164666,43513,219367348.753693
48827,5,13,11.0534762024616,1,2008,5,18.5639518427438,12.7873784055858,11.39074479,0.008425584,57567,290812813.325737
48837,18,19.1381149970362,5.32348236840095,2,2008,5.10594209284813,5.32407445661131,3.66483039787253,10.4259335,0.011530507,64796,207447413.554637
48838,58,65.9726962457338,13.9026748906249,1,2008,41.7221014653669,47.1347145656923,12.9743313833958,11.67850413,0.003131696,40444,248903312.218982
48843,35,613,17,1,2008,35,705.203374393842,16.9999999999999,7.111665165,0.003266914,67898,239978994.147138
48845,33,545,17,1,2008,33,630.336643403064,17,23.9425669,0,49648,64091668.9129725
48858,2,2.5,2.49999996515414,1,2008,2,3.37500000000171,3.37462165416337,9.983459676,0.025256247,34080,449719539.211296
48910,18,19.1190476190476,11.4883315112269,1,2008,15.6558848848833,19.3389306634546,10.3849821589849,12.13297922,0.15898171,39265,40214304.912544
49009,1,1,1,1,2008,1,1,1,7.284519803,0.075062727,59731,269031235.186865
49010,65,68.0586670838548,13.143148978083,5,2008,37.5605993262055,39.2770610031901,12.0262159517727,11.78371031,0.016394389,45071,428169290.939436
49014,53,53,12.2122158073397,30,2008,28.8224797422058,29.3642907236147,10.9048127531877,17.45635365,0.068858922,43969,198841605.230571
49036,11,17.1046511627907,6.99910842250159,1,2008,6.05032481138892,7.44888544285093,4.83910549990508,12.67302636,0.005670491,39269,427425773.06813
49046,50,58.4198214285714,12.6203311419794,3,2008,30.2780515231572,33.9438587688147,11.3795156804849,9.396276542,0.002980626,49101,223446769.971285
49058,69,73.156010230179,14.3952251831835,2,2008,51.2391478964429,56.621147038228,13.5667353258236,7.630855351,0.001827772,46890,390783011.752807
49061,11,23.1212121212121,8.14936461388074,1,2008,8.11355338897262,11.2195205377422,6.69605801586115,9.73392016,0.027455766,47740,100383378.864951
49090,71,85.433836689038,12.1767858008486,6,2008,30.4828364009314,32.1026742423657,10.8351209639155,6.656970275,0.089502386,44852,209691367.217537
49097,2,2.5,2.49999996515414,1,2008,2,3.37500000000171,3.37462165416337,7.041862899,0.004404443,53987,200129074.593243
49103,18,45.9425051334702,4.98509144933843,1,2008,4.60161547705321,4.78679030680109,3.43144161034108,7.016335337,0.12885274,45522,120146927.307088
49107,9,29.2758620689655,6.10150309460654,1,2008,4.33569903798292,6.6848397642675,3.7491136762056,7.723213032,0.040329452,45785,173129189.992403
49111,5,6.98550724637681,2.47829905635628,1,2008,2.27332706928358,2.32978681219517,2.09984758382794,4.031250209,0.03127618,48190,107195516.364385
49125,68,76.8876748251748,14.1306562068244,4,2008,46.7956687523936,51.7253527900469,13.2651545770749,6.710230254,0.010052657,44968,37959641.1623545
49128,33,49.7375,12.3571745987379,1,2008,23.6186951793412,30.5215471360388,11.0881018957717,3.810685814,0.007911392,43505,111703431.031496
49240,40,47.6295609152752,11.6071188347615,1,2008,22.6564830143291,27.1427326725027,9.70981618391189,16.92510609,0.009225513,67032,282981445.729258
49242,18,19.9805825242718,8.23775204528249,1,2008,9.23286614528263,10.2311096364497,6.02396074788151,5.825209509,0.004283878,38285,241125400.384688
49265,29,37.1408227848101,10.1265993393121,2,2008,15.9039692061457,16.915321164713,8.59144070199387,9.805118354,0.001380943,56404,83399823.4750433
49301,108,126.057264492754,11.5605450743567,19,2008,30.7089577279243,31.3067796348911,9.93569553493612,2.866050045,0.00969023,101556,150109769.624476
49304,42,47.5378061767838,10.295422451255,4,2008,18.0410762507974,19.5958593217775,8.23570804367608,9.627815689,0.12094176,25867,343634382.042921
49306,33,47.9784172661871,8.73197059629467,4,2008,12.6796828963319,13.1073247820054,6.97651193210493,7.168890686,0.004592055,74083,52501039.2559289
49315,22,109.875,10.9025569477914,1,2008,12.1296893669682,34.3247959737035,7.68935122125368,5.335809847,0.008188231,63154,138480145.304973
49325,21,24.4313725490196,11.9379048122486,1,2008,17.4540151336186,22.7299642891756,10.7599809345845,9.269019225,0.006690685,59100,72637827.3573423
49329,8,24.6153846153846,9.72473976355286,1,2008,6.29211176441463,14.3969777465464,7.26094495705392,8.349194781,0.00287687,46527,213903449.362323
49331,22,23.5906432748538,9.0600139201559,2,2008,11.9715079591059,12.8706705579335,7.21640435836777,5.020374926,0.00753003,56971,241089171.71714
49333,13,14.9761904761905,8.27170339771474,2,2008,9.35784883091463,10.2351173462577,6.79975348954701,5.730122876,0.003259912,62543,215621327.402675
49341,66,80.4389946686976,9.58804333734109,6,2008,16.361153390307,16.9148392494527,7.22332372723723,3.9173369,0.004972796,72510,224487782.998414
49348,10,12.9774436090226,5.83830555264226,2,2008,5.76733727908354,6.05951870946668,4.61025557157471,10.31616508,0.003326032,52591,176821463.618457
49401,25,27.0698924731183,10.4890848729281,2,2008,16.284573740206,17.865039675407,9.04531996455731,3.307590272,0.021824949,40081,67692486.2778534
49406,13,13.3979695431472,6.42342855590628,3,2008,6.93285101256719,7.17330490807112,5.27608433937247,0,0.002242152,51786,5397194.61933819
49408,108,120.46121848366,4.46549968498169,32,2008,3.70801198904025,3.71414192383018,2.51528592002196,6.958294423,0.005140916,48344,277890573.70579
49411,62,77.3741282575638,5.60777516697212,1,2008,6.13073547029672,6.31275069678767,3.66555306423226,12.77953388,0.005148005,12137,229749336.225703
49417,62,89.5435306262904,8.71174527675485,6,2008,13.4773747430016,13.928466433325,7.11637735150512,8.940772429,0.00339075,56269,141472704.510619
49419,19,29.4654088050314,10.6792321636439,5,2008,14.19263055583,19.0545564482741,9.23460073497725,3.476479322,0.000877083,56646,188415118.690597
49423,24,25.7783353010626,8.0842353865456,6,2008,10.5751154290611,11.190323248239,6.53601576258998,12.75555913,0.022246207,41051,204906440.072372
49424,35,53.7477985206058,4.326670431912,6,2008,4.09770074146267,4.1115910345334,3.21333004603985,10.26491078,0.018437808,58067,166653355.924028
49428,16,20.4150943396226,8.99897400855144,1,2008,9.7147801398164,11.9865625627037,6.77408730589244,7.212005138,0.006753628,61725,44536643.6272324
49431,22,26.1496598639456,8.22435541425904,3,2008,10.6352779414055,11.2522153023381,6.74123246507446,10.12363857,0.004909984,40791,319425621.70222
49437,3,3,2.98421052631578,1,2008,2.45455559589115,2.58781334355298,2.4288870075401,7.21680268,0.002948196,45211,205512332.844375
49441,45,51.7479838709677,8.63023466285563,10,2008,12.1721136755242,12.2728423238169,7.22379650637978,9.172289151,0.085385173,44273,93421379.3133149
49442,103,118.041468624921,7.06237511667141,17,2008,8.63997452827861,8.6471554056743,5.58934472870652,8.97531509,0.206390124,30644,119294323.167476
49445,108,113.535821661656,12.2815496058821,11,2008,38.3138782900333,39.4235001797813,10.701337663131,7.272022306,0.027087076,53899,185180768.120104
49448,16,17.1091549295775,9.58851155237861,4,2008,12.0306220979934,13.6346500639651,8.17825240183647,8.522691114,0.002038439,55395,87543853.9801659
49449,10,10,5.3857173734872,1,2008,4.61333690394433,4.70984827585489,3.60794204828331,6.826226243,0,46729,128186172.509026
49450,6,16.7142857142857,11.0950663387636,1,2008,5.74234749205346,17.6198891309025,10.6769406382143,26.16935191,0.033270411,41720,77403340.6120213
49451,10,11.987012987013,5.15557564309727,3,2008,4.02347730897765,4.18205023025559,3.19381725481722,3.85501507,0.002247191,49240,217591603.32877
49453,13,13,5.4671897541602,2,2008,5.35051123762591,5.43576742352101,4.05505693011995,17.57973652,0.001479837,52616,30686890.0022429
49456,7,7.49468085106383,5.02787289225074,1,2008,4.59399951950199,4.76881253461975,3.93557752361903,8.076830526,0.004598685,50934,86530981.8556143
49457,86,89.596178343949,12.1707177892971,9,2008,34.5652606412993,36.3632746411092,10.6062698914751,8.199785603,0.017797553,51469,210003714.493422
49460,29,147.983050847458,10.3533357765314,1,2008,16.2111931139708,23.5422712568736,8.7779757936878,4.717341152,0.004584942,65804,159324747.591744
49503,12,12,6.86830769939114,9,2008,7.4925522615512,7.65536669345241,5.53169086564313,16.12974138,0.138208008,32317,19053902.0939807
49504,43,58.1061408977556,9.07145718877461,7,2008,14.0833593772898,14.6274407551253,7.28369188613415,8.683536,0.051835094,41586,29033527.5494959
49505,71,95.4802578565673,11.5092849599572,12,2008,25.5990321699256,26.6788194251062,10.085838237795,9.992562442,0.130822348,41200,23589130.1265932
49506,117,124.999055935804,12.1529612044415,30,2008,34.2619862577803,34.5229012005405,10.6786853560097,6.939419088,0.158740237,62282,20240235.3014034
49508,68,82.0764767932489,9.17687175957059,11,2008,15.9120991261196,16.2523215597071,7.33168742062459,6.906172045,0.207125925,53014,31201695.6183446
49512,97,97.0714159981895,11.4375288570917,47,2008,28.5736877168207,28.8218465112177,9.91091118740046,6.575148427,0.15357635,47606,59037533.965806
49525,28,30.2066498316498,10.7483540784881,1,2008,17.2062643660623,20.0287878382583,9.04426307000988,4.688266293,0.031130268,61307,63442407.8330532
49534,33,43.0945945945946,9.3942676787044,10,2008,14.5442307146216,15.5805866276748,7.81477870939771,4.237520301,0.01471657,60162,93259437.7702973
49613,52,74.1945826423438,7.32324657746435,6,2008,8.36112502590196,8.79243446258999,4.37152563946719,0,0,42960,68381991.902196
49615,5,6.84615384615385,5.50580000161598,2,2008,4.1072127558704,5.32288685248422,4.3894882292651,6.452127814,0.000496401,46539,207042363.466661
49621,4,4.90909090909091,4.60463820301783,1,2008,3.19704052173111,3.96363962669912,3.52201004936141,8.5637625,0,51177,171077596.564646
49635,24,49.0046511627907,12.1914332288694,4,2008,17.4425601909487,31.7705427738657,10.3804076650862,6.05285,0.005538462,41830,163661031.47561
49646,1,1,1,1,2008,1,1,1,9.127847102,0.001583821,38687,587835585.207291
49660,12,17.75,10.0118577075099,2,2008,10.0907569830446,15.0822843982231,8.73375565413771,14.55688411,0.003294767,41964,507897047.744221
49663,9,23.25,8.09824561403508,1,2008,6.26120069029542,10.6863645117799,5.89416164125079,1.691507371,0.001190071,10208,441745572.479058
49664,24,34.0086206896552,10.9793539697587,1,2008,16.8765695240375,20.829637839539,9.63634636971123,5.24575404,0.002936858,47117,154486288.161975
49670,60,76.8884283819629,13.6667160570809,1,2008,39.810383794823,47.8784705611174,12.6205593687594,6.34348514,0.00103146,63135,175226590.663276
49675,24,37.6488970588235,14.4469696969698,2,2008,22.2699277659512,41.8370908836296,13.7566787103273,15.10584913,0,44461,44173701.9432115
49686,19,23.490022172949,7.7487249538031,1,2008,9.10669713850824,9.34637771353355,5.9648518029665,13.04424893,0.004104095,45590,385620466.982235
49701,26,34.9793103448276,9.50069461462887,3,2008,13.9160639841109,14.4984412362872,8.06035878431867,10.32724633,0.042267051,24597,48596160.20498
49706,28,35.0524412296564,12.2350061253518,1,2008,21.2684323479422,27.205067681679,10.9604602300581,12.12867276,0.002402796,45696,166992964.901944
49718,61,65.1563018242123,13.121202178284,4,2008,36.705480644887,40.0425409924434,11.9716246483457,5.200180742,0.008534851,38929,179518487.191367
49721,76,86.648275862069,13.427313936088,6,2008,42.413325353409,45.9955428586628,12.3352784535909,6.946226995,0.000776946,28799,763179170.517261
49724,18,18.9974226804124,6.99424062439199,1,2008,7.21309717142414,7.39374273994243,4.87060420270825,9.309878272,0,40957,144847182.54271
49725,4,4.99090909090909,2.06051867496071,1,2008,1.43724761021558,1.4687299594923,1.3471518639188,16.77289125,0,39466,170342367.24261
49728,67,72.9046508237352,11.8332772593265,2,2008,30.3323242258301,33.8837940276843,9.97044193804017,9.712729042,0,37015,531679257.223259
49738,8,9.4,8.328125,2,2008,7.32539012895881,10.1833151593015,7.66753103363611,19.37854417,0.002037697,38366,773730653.687315
49740,49,53.1478129713424,13.5518912710442,4,2008,35.8096715692505,40.7931337478633,12.5558518763085,4.878893936,0.003012912,56598,363214935.067512
49748,10,12.2164179104478,5.99773982973819,1,2008,5.70647174184942,6.27133532472882,4.59102140066491,0,0,33864,273749129.252291
49755,6,6,6,2,2008,5.88039511262337,7.03967726839997,6.03219187039644,7.259712156,0.001053186,32449,273071811.160431
49757,19,19.6631762652705,8.97332750298126,2,2008,11.6761712229487,12.301180054108,7.34205444321443,21.43003699,0.005940594,48750,48684699.8055953
49768,123,138.555400245907,8.1969061826624,14,2008,13.9215882648327,14.1526455436824,5.86940544330314,0,0,33864,506084065.954744
49769,19,27.85,11.2121078099792,1,2008,15.8004235915429,20.0790286304141,10.0817185877431,8.383237774,0.00239952,42153,145223611.149854
49770,24,32.2638888888889,8.04775645551272,1,2008,9.70989863045839,11.2698514279964,5.88352946418688,14.10242691,0.005159897,49850,320762036.089066
49781,22,25.9902676399027,6.02080590810709,3,2008,5.30687921400973,5.48389103439679,3.49577678060593,15.12198766,0.007313997,39908,260361842.204039
49783,15,23.7906976744186,9.78744853118677,1,2008,11.4819987160112,15.2820191375803,8.3728397462652,14.9280675,0.004309892,33779,494506185.445277
49793,14,29.4666666666667,10.0075159245774,2,2008,10.4824067815737,17.0343156030201,8.25354455451509,0,0,38643,163898268.289561
49801,73,83.7686046511628,13.896974486415,9,2008,46.505462745227,53.178273903485,12.9154088913908,13.98347974,0.003719447,44332,402621802.207142
49805,65,81.1647058823529,11.553551916012,10,2008,27.4175689724226,30.1981769225067,9.74151029880726,0,0,38550,83754058.3240831
49816,12,12,7.50100444628075,2,2008,7.14771957157568,7.76708107015864,5.31896278019273,19.50034019,0.006896552,39256,148621705.974672
49821,26,37.9277210884354,9.63313983691519,2,2008,13.2517374073715,17.0570206848153,7.50279508685795,4.951029468,0.010964912,39583,374686545.943482
49829,52,72.4734693877551,10.6532435173465,1,2008,21.1937346427064,25.7603996640025,8.64727560073805,16.15288452,0.001005441,37098,183036958.735929
49839,44,53.3585041352032,8.03860740810537,2,2008,11.3915608284151,12.5306720636359,5.542146266758,19.34955511,0.004158004,NA,417848469.994818
49855,22,28.3830687830688,5.64682734645075,2,2008,5.49038691694987,5.72016276886565,3.9085282456022,22.84918194,0.006214133,42432,622706455.521703
49862,56,72.3727071155009,9.63869404009495,6,2008,17.3756518385103,18.989268146224,7.63512308406717,19.05223453,0.000493583,16396,539165058.301752
49870,4,4.47619047619048,3.78095238095238,2,2008,2.97389077957493,3.26842045304641,2.90396744780937,6.057664614,0,42211,143352963.691863
49878,70,86.486328125,11.4399299359642,2,2008,27.581593282729,31.4478253507748,9.15737763403627,7.227064164,0,44636,1298289548.62747
49883,53,69.0279686903398,8.79664713146765,5,2008,14.059592426213,15.0041756053183,6.8310971418337,0,0,NA,719112440.737572
49887,13,16.9569892473118,6.97606480148285,2,2008,7.29756903378832,8.02545974168005,5.43681764741338,4.082287551,0.000414079,41927,590111205.851079
49892,28,40.009022556391,10.0274707660131,2,2008,15.3636627865615,18.0859358744193,8.41810557281876,3.333010318,0.001024066,46696,429760561.340533
49895,5,6.85714285714286,5.37021032902957,1,2008,4.01660811883826,5.10993458708621,4.2011058944249,6.347352941,0,35727,585108035.649842
49908,10,15.9568345323741,4.00939908249187,2,2008,2.68071726777568,2.83930234608971,2.18273433074866,8.306064763,0,39917,295865435.932971
49910,58,81.8702702702703,13.6590015180879,2,2008,38.8108615442446,49.6326991084907,12.6273860648899,8.866577143,0.00257732,30833,338433799.92406
49913,1,1,1,1,2008,1,1,1,9.708257823,0.004259412,32802,185214856.875209
49916,76,85.9691358024691,14.5877120773018,1,2008,54.2074024588338,62.7798217176222,13.8350824437562,3.647302061,0,43321,292569230.808507
49920,58,72.1664488017429,13.7446879389585,4,2008,40.0333423966104,46.7308879386943,12.7647925640315,5.57249993,0.000488162,21045,1156161388.68364
49925,58,101.350895316804,14.3989755641563,1,2008,43.4950031616834,65.8271981084849,13.5753872865668,7.00199413,0,32487,327544947.62367
49935,8,24.3636363636364,10.9224629189812,1,2008,7.18680696650756,19.065819901814,9.43406314424311,15.94411845,0.00148982,27514,1260106728.31626
49938,50,60.2548387096774,13.4197435218688,2,2008,34.7832096335534,43.2645754080888,12.2773335514402,14.58065476,0.00385406,32480,669430909.566661
