ZIP,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,white,black,ai_an,asian,native_hi,other_pac,X2_or_more,hispanic,median_income
48357,1.651147821,7.310071163,6.003577834,4.832806365,5.879320404,3.406681554,6.294892987,5.000829461,5.915925838,6.662194651,3.697715141,0.965642391,0.004476167,0.00290346,0.006653762,0,0.001330752,0.006048875,0.012944592,62355
48359,5.95817587,7.24758732,4.11827234,10.53015275,12.72631951,5.481224378,12.65371861,10.82272167,6.719198284,7.828435306,5.261378879,0.834318128,0.041952257,0.004017963,0.021744268,0.000354526,0.026353108,0.01122666,0.060033089,63483
48360,2.254196103,4.095294507,3.244248391,2.878934074,6.510921681,5.880062707,5.373936932,4.364901047,3.65759994,4.888402575,5.709210334,0.905178947,0.033347368,0.001431579,0.028210526,0,0.003284211,0.006652632,0.021894737,86424
48362,6.446740387,7.618148834,7.19942589,9.281124252,7.451731887,4.852940704,8.328899075,7.226753253,7.17596211,5.949030698,5.831907225,0.931600104,0.012253631,0.003760373,0.011734959,0,0.00499222,0.008752593,0.02690612,74731
48363,6.342353596,10.50335952,4.870912776,6.703017658,3.483844737,4.649087525,6.652578807,9.191157533,4.36962732,10.62391095,3.862862234,0.926226266,0.016416139,0.001186709,0.027689873,0,0.004746835,0.005735759,0.017998418,90615
48367,6.914469706,9.959803702,5.817643326,5.712521515,5.565406643,6.495373006,3.721812206,1.729990544,10.82441656,6.375372837,7.539499471,0.944710039,0.004572854,0.003325712,0.006651424,0,0.006859281,0.007274995,0.026605695,81098
48370,6.315633887,6.378632166,9.212192878,8.38833822,7.111792641,5.851045341,2.02199365,6.147898279,4.167643442,1.921937448,2.230297804,0.976119403,0.008955224,0.00119403,0.004776119,0,0,0,0.008955224,90642
48371,6.710284055,5.229601771,5.07278057,8.272236813,5.9543942,5.929612788,5.950533639,5.435787087,5.62962428,7.04111445,6.341656977,0.941735978,0.009852847,0.002132651,0.010279377,0.000255918,0.004265302,0.008232032,0.023245895,74145
48374,5.988916912,3.177272745,4.744095388,5.852420215,7.914373706,5.453223055,5.993852772,6.968020229,4.707672895,3.800736188,4.586942943,0.745389774,0.034646549,0.001117631,0.182034088,0,0.005727857,0.011455714,0.019628388,132599
48375,4.946614068,6.012971868,4.054445021,5.096019903,6.219465813,3.667325375,3.997085565,3.84207191,4.058032797,6.500685317,4.658128526,0.705559835,0.079659251,0.00149531,0.170510671,0,0.006389053,0.013367167,0.023018714,79286
48377,6.035946123,8.637249305,5.287225262,4.905696484,5.130728831,9.344232052,7.148258731,6.846519588,5.897839478,5.767321582,6.265096235,0.68264811,0.12308478,0.002681307,0.132150153,0.000191522,0.01168284,0.013981103,0.033580184,61494
48380,4.282012777,7.581065492,5.396492842,6.459705375,3.72850131,4.178945124,6.651814263,4.341491964,2.779053755,4.752786035,2.993134427,0.952220273,0.008503172,0.0041841,0.006748549,0,0.00269942,0.010122824,0.015521663,92627
48381,4.055378739,4.591978183,3.741595446,4.741243626,7.839159611,5.29705854,4.372212551,1.962351527,4.97884288,7.00293424,5.328137025,0.953137224,0.005554686,0.002190581,0.008449382,0,0.004615866,0.010327022,0.015725239,75285
48382,3.165621663,4.487853001,3.841376209,5.743082447,4.320183559,5.523521741,4.993332308,5.807837945,4.507126895,4.374081609,4.616285737,0.948240072,0.013944043,0.002211191,0.014034296,0.000135379,0.002030686,0.007265343,0.012138989,92114
48383,3.875528218,4.818353657,7.133796496,5.610790709,6.312715259,5.706814668,4.266869215,6.605806999,7.456360436,4.04268393,4.475115204,0.940840725,0.009949865,0.005784805,0.004704975,0.000154261,0.006787505,0.008715773,0.02306209,75553
48386,5.657329385,5.779727555,5.738576288,8.383417489,6.643621533,6.719609086,7.361742377,6.280461088,7.960330377,5.340259097,7.82978866,0.936647009,0.011738276,0.003594496,0.01010952,0,0.004436956,0.010334176,0.023139568,69606
48390,4.051782016,3.98445421,5.498562049,6.240043432,5.813198629,4.488630562,5.980635444,6.554421666,6.76317947,5.570138178,5.983907813,0.891341329,0.025729353,0.002296504,0.032618865,4.25E-05,0.006804457,0.014544527,0.026622438,66036
48393,6.736307976,9.00310149,4.684211576,8.031589386,8.968382757,8.711745782,9.753001241,5.719959382,7.13018794,6.519713773,6.284617876,0.790906938,0.09069382,0.002308785,0.037354961,0.000177599,0.017523088,0.014148709,0.0468861,61456
48397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,22813
48401,13.99902967,4.856358791,7.087442669,10.13499965,14.13491814,2.440055316,31.31214038,9.164138985,16.57040577,9.276503892,6.827998402,0.96137931,0.006206897,0.002068966,0.004137931,0,0.006896552,0.005517241,0.013793103,39352
48411,0,0,0,0,0,0,0,0,0,0,0,0.974358974,0.025641026,0,0,0,0,0,0,96783
48412,8.60595572,11.21833956,6.741958553,5.237839493,13.15180211,4.505705702,10.43889298,13.79312768,11.14841142,7.987129708,7.731941341,0.948074278,0.002407153,0.005158184,0.003094911,0,0.007393398,0.007565337,0.02630674,57996
48413,9.705354509,15.32069111,14.7144111,20.69943484,12.22374503,11.94628378,10.59183773,9.496094358,12.48701759,10.74795589,12.93247892,0.961585951,0.003978598,0.003704212,0.00905474,0,0.001920702,0.007134038,0.012621759,38000
48414,17.37952669,11.07566822,17.74971344,3.893489767,7.363777047,11.80219446,12.14534595,19.29771954,21.58280225,18.58939274,13.07839619,0.946379648,0.001565558,0.006262231,0,0,0.015264188,0.005870841,0.024657534,53317
48415,6.035978672,7.587073287,5.287844504,5.726661979,1.923600169,1.446716661,1.563100802,2.357386158,5.753970943,5.074785883,2.226879062,0.949994834,0.00495919,0.004855874,0.00175638,0,0.004649241,0.008885215,0.024899266,54129
48416,7.499629288,13.09742959,8.323803399,10.09586961,12.00545154,9.838972271,8.824260456,9.878131008,3.873697001,5.028618233,6.512512615,0.957668832,0.000590667,0.00452845,0,0,0.00472534,0.012010238,0.020476472,42820
48417,10.28714003,8.002271874,7.40877241,9.361690714,9.099810593,9.333817097,3.271793731,6.084939256,3.229597653,4.69973996,0,0.918901454,0.006462036,0.007108239,0.002261712,0.001615509,0.007108239,0.018416801,0.03812601,51426
48418,17.4707567,14.5618856,11.76787233,5.212280056,9.323539494,15.2341894,11.00936774,10.40779253,11.0054045,8.084110065,8.734006447,0.975166705,0.001839503,0.00551851,0.001609565,0,0,0.004828696,0.01103702,57764
48419,6.288867591,4.781779927,13.04851274,8.856254197,3.535449015,8.501341934,6.915691314,15.04748788,9.557082883,4.508429088,4.930869453,0.949875578,0,0.003199431,0.002488446,0,0.004265908,0.01208674,0.028083896,38904
48420,12.73699792,11.9922258,16.16850496,14.66029418,13.40560034,9.611271243,9.404897051,8.723537653,10.68657849,11.39983777,8.143355807,0.941641939,0.014162395,0.006159518,0.002113119,0.00013488,0.006204478,0.010520637,0.019063034,49723
48421,12.08460113,14.83721659,14.20914778,9.22805753,10.65714515,13.38489099,7.481301444,7.665326674,6.746486189,11.23656243,10.27787131,0.958173219,0.002069169,0.005025126,0.00133018,0,0.006355306,0.007389891,0.019657109,56948
48422,11.22958298,9.904836844,9.945866031,13.86028081,17.11545492,11.2342045,9.676942297,7.376326875,10.07645095,10.22105463,7.5345385,0.893482419,0.000735619,0.006179197,0.001618361,0.000588495,0.028689128,0.007797558,0.060909225,45129
48423,8.26269849,9.728567467,11.14459914,10.6130987,11.89619751,10.52230644,9.937662954,8.173634469,10.76510236,10.17478187,7.788842479,0.929605696,0.020762281,0.005355113,0.005923533,0.000448752,0.005325196,0.009812721,0.022766709,49588
48426,2.041648728,0,6.207589726,6.551348239,3.435655186,0,3.384525538,13.31814824,2.996390411,3.184187378,0,0.975369458,0.007881773,0.006896552,0.001970443,0,0,0.002955665,0.004926108,40183
48427,12.78049917,6.75747777,6.885785064,7.313513928,7.405977319,4.673055471,4.931953109,4.855699305,6.57152355,6.75154182,10.88830948,0.936726272,0.000343879,0.007221458,0.001375516,0,0.011691884,0.00997249,0.032668501,38300
48428,8.296006067,6.038379988,7.204489994,4.776232763,4.09553891,9.204796539,8.65282775,6.90702962,7.178862642,8.594773961,7.242931032,0.97785686,0.000395413,0.00118624,0.002570186,0,0.003361012,0.005931198,0.008699091,72571
48429,15.13205869,9.507619723,12.50819259,16.6935986,13.05432922,11.68992471,8.324072686,16.35947896,14.83233212,14.81164482,16.03491292,0.961049107,0.001897321,0.007924107,0.000892857,0.000669643,0.003794643,0.006919643,0.016852679,42502
48430,7.402851339,9.336476768,8.679420009,8.433030432,8.500927797,9.664316329,8.143639218,8.093910428,8.607792321,9.046378809,8.386021133,0.952857143,0.006118598,0.002991914,0.006253369,0.00032345,0.003396226,0.010808625,0.017250674,68950
48432,11.07780566,11.07780566,27.69451415,29.4710555,3.961821855,0,5.908886478,5.256247799,11.43383742,0,5.438655818,0.951486698,0,0.00312989,0.004694836,0,0.007824726,0.017214397,0.015649452,40434
48433,9.144215122,10.04017713,8.071881205,9.769888991,9.557907763,7.879794554,8.096265687,7.795118662,7.249308303,7.725586931,6.73040023,0.911284891,0.043291177,0.004677093,0.007670433,0.000449001,0.004677093,0.010439273,0.017511038,59575
48434,0,0,0,0,0,0,0,0,0,0,0,0.990384615,0,0,0,0,0,0.009615385,0,41366
48435,4.321764186,7.951370763,8.657096976,7.841401872,5.205144647,11.62294551,17.32539602,15.33349064,4.559215074,16.49124119,2.644934854,0.972315036,0.00477327,0.009069212,0.000477327,0,0.001431981,0.003341289,0.008591885,51173
48436,5.440798087,13.11496538,4.662580765,10.14432843,13.59317657,3.723795537,3.782033077,8.001065755,10.31231791,14.02615983,8.931730898,0.97189388,0.00262674,0.002364066,0.000525348,0,0.002101392,0.009193591,0.011294983,60746
48437,0,0,0,0,0,0,0,36.10509552,34.1496315,5.92239191,17.0584117,0.901993355,0.049833887,0.009966777,0,0,0,0.003322259,0.034883721,39077
48438,7.484124687,2.918606733,6.332000762,5.769744627,5.151319623,3.694096576,4.60395674,4.748019508,5.995649432,2.457766624,7.123187613,0.963996015,0.004126939,0.002134624,0.002846165,0.000284616,0.004269247,0.00569233,0.016650064,87818
48439,6.967341793,9.37714224,9.380254423,8.672942775,8.706896511,7.551006816,7.143154573,7.950343907,6.632312418,7.993480646,7.564397291,0.831669445,0.093987908,0.003736215,0.030733383,0.000341482,0.00484101,0.013498584,0.021191973,62714
48440,0,0,0,0,0,0,0,0,0,0,0,0.927631579,0,0.026315789,0.032894737,0,0,0,0.013157895,75421
48441,9.171640073,8.492146071,16.52941897,12.31930776,10.08299542,5.859770649,8.818859902,10.83658531,6.413679706,9.209613146,3.223855349,0.974636789,0.001969958,0.004432406,0.005417385,0,0.002462448,0.006402364,0.004678651,39666
48442,8.821698084,7.21372585,6.678185616,7.868487029,7.824061396,7.749870279,7.687938367,6.802176661,7.763592317,5.776587155,5.670833804,0.924998806,0.020732814,0.004633832,0.010318636,0.000238857,0.004729375,0.01012755,0.024220131,65451
48444,5.419166313,10.16300253,12.25629328,10.08573035,7.182261992,8.315199946,5.855456449,8.163157253,11.5085535,8.785809746,9.071607655,0.798009203,0.003474505,0.003944032,0.002535449,0,0.053713964,0.010705231,0.127617617,48691
48445,15.07759372,16.54617971,14.9415781,9.620412993,9.714208613,12.08644737,18.37267635,0,2.39550781,2.367920803,5.737368321,0.984804631,0.001447178,0,0,0,0.005065123,0,0.008683068,38685
48446,17.31358558,16.02331136,18.67819472,13.19128551,19.0331104,15.73631777,15.56124865,13.54093203,13.87687657,11.67331457,13.11155316,0.951149329,0.002509452,0.006390738,0.00421588,0.000100378,0.003881286,0.01000435,0.021748586,45435
48449,7.737926724,5.500072704,10.82125497,8.111372355,10.70251684,16.82291026,19.66291392,8.168809438,8.736392437,7.984384112,12.82017054,0.938137952,0.004021033,0.008969997,0.001237241,0.001546551,0.005258274,0.011444479,0.029384473,29983
48450,14.37841048,9.041578619,15.68941397,14.04481556,7.571546904,11.58486207,17.78352682,12.49784793,18.02258485,14.4795478,6.412902531,0.971179764,0.00041468,0.002902758,0.001244039,0,0.006842214,0.004561476,0.012855069,41688
48451,8.691624426,4.739342324,4.748288975,7.833858929,7.521171348,5.437091887,5.323990215,7.024031476,8.817500623,5.947785278,4.522820079,0.960808163,0.003986756,0.003986756,0.004662477,0.000405433,0.00317589,0.009933104,0.013041422,68068
48453,8.359108453,7.389076603,7.055003478,8.072230917,8.983252332,7.476251088,11.19920886,11.10999069,10.02212965,8.154615565,10.67507623,0.94953775,0.001733436,0.00385208,0.004429892,0,0.009437596,0.00770416,0.023305085,40797
48454,4.735809366,8.084807855,2.450189955,2.524904532,2.772380891,2.612526511,9.426939048,2.123779305,4.70205136,5.610788595,7.215041239,0.965594615,0.004487659,0.001495886,0.002243829,0,0.006731488,0.004487659,0.014958863,44546
48455,9.102064284,9.353349235,7.753112704,10.10197004,5.005339917,6.56539235,6.996042952,7.90807932,6.439646815,8.113822297,11.08905801,0.972899055,0.002113376,0.001864744,0.002734958,0,0.003605172,0.004724018,0.012058677,67615
48456,3.774434266,11.58683124,14.94490571,8.760027506,0,1.556274242,7.465366667,4.092353846,8.256718531,8.596088228,0,0.979334099,0,0.001148106,0,0,0.004592423,0,0.014925373,42595
48457,12.66283183,11.57549167,11.68527366,16.27542993,13.67428297,12.98777553,8.858446396,10.48460642,11.9936994,10.03901162,9.819369808,0.933717919,0.013656699,0.00706381,0.00011773,0,0.009889334,0.009300683,0.026253826,48046
48458,17.53322032,17.56775217,19.06182288,18.06089517,17.81624387,14.76863983,18.89015567,16.8082114,14.45039632,17.34537535,13.80902877,0.689783282,0.248392474,0.006715885,0.002048107,0,0.007859014,0.020528697,0.024672541,34081
48460,5.998399957,2.988691803,3.788722961,10.88279318,12.37720961,8.218796695,4.439100901,3.059921631,9.396557597,3.116764464,1.57537867,0.973572038,0.004688832,0.003836317,0.004688832,0,0.000852515,0.005541347,0.006820119,16784
48461,13.3482846,11.75797663,12.6313729,14.10231901,8.685063194,10.42850211,11.13858987,10.21629468,5.818780956,12.91154751,8.034987814,0.956805977,0.004436143,0.003385477,0.000933925,0,0.006537474,0.006187252,0.021713752,52181
48462,5.578164812,5.61334311,4.431599698,3.67452287,4.689887766,6.388504538,6.934883115,9.211415076,7.423390894,7.64107526,6.398909377,0.959294029,0.004581299,0.003304544,0.008486669,0.000150207,0.002403305,0.007885843,0.013894104,75428
48463,6.074492803,10.07185461,9.783269483,11.88419464,4.463444932,7.511665096,10.5461059,6.478355695,4.915109401,9.825815042,13.26610752,0.960608007,0.016484693,0.005138086,0.000642261,0,0.001712695,0.005994434,0.009419824,51201
48464,11.67712367,8.402903541,15.11898059,9.404894173,10.98875231,8.992136531,20.15088252,7.726611475,8.494234693,7.45600623,7.701421784,0.965028774,0.001328021,0.007968127,0,0.000442674,0.002656042,0.00708278,0.015493581,49051
48465,1.577912401,5.148592369,0,7.694674245,16.18405199,0,0,0,5.582256916,2.122866932,0,0.970172684,0.003139717,0.009419152,0,0,0,0.004709576,0.01255887,41659
48466,16.6829865,2.232409506,8.993575856,17.00288378,8.529349683,9.338673638,0,5.117943029,13.1622398,6.545193916,11.52214049,0.94531741,0.006285355,0.008799497,0,0.001257071,0.00565682,0.008170962,0.024512885,45074
48467,19.16432965,19.14689187,9.699588104,8.900828241,6.324405948,4.507367908,16.76987822,6.893944245,8.536323834,2.990286821,3.020521566,0.977272727,0.000428816,0.000428816,0.002144082,0.001715266,0.003001715,0.004288165,0.010720412,35549
48468,29.6059575,5.563339645,2.715509119,5.550132844,7.948680216,5.612102937,10.37338702,7.607590726,4.832143354,5.138184158,0,0.93064877,0.002982849,0.011185682,0,0,0.007457122,0.01043997,0.037285608,40833
48469,6.146051325,8.652725783,13.45093791,12.0476649,2.605663855,8.327776707,11.72297968,8.36605261,17.11750386,11.45135293,14.5411408,0.959774739,0,0.005631537,0,0,0.00160901,0.020112631,0.012872084,42149
48470,4.48197551,4.091709949,8.742618878,0,0,0,4.091709949,6.283652551,8.691477806,0,8.372055357,0.978426396,0.015228426,0,0,0,0,0,0.006345178,41091
48471,12.94968688,11.47807955,11.51720799,18.77816721,14.42810165,10.92055633,10.90144973,12.30669887,7.320910392,5.315348425,9.350212533,0.947948126,0.003197726,0.000710606,0.005329543,0.000355303,0.010126133,0.006040149,0.026292414,36885
48472,0,0,1.693757636,1.716446496,0,12.08525455,3.534477144,6.864582688,7.971523902,4.343369299,10.4305148,0.966286307,0,0.007261411,0,0,0.000518672,0.007261411,0.018672199,40403
48473,12.53300398,11.18180378,9.785585955,10.68196658,7.830729138,7.249267397,10.26546235,7.09385951,10.514921,9.984273835,9.34360144,0.930593287,0.028919464,0.003636842,0.005564806,8.76E-05,0.00416265,0.010209447,0.01682587,53849
48475,3.843336623,11.56268431,12.63404682,8.358576898,7.628334635,4.894975813,3.808761208,6.30817162,5.456618402,2.357663087,9.516912762,0.983801296,0.001439885,0.002519798,0,0,0.002159827,0.001799856,0.008279338,43798
48476,0,0,0,0,23.2705487,10.66699723,14.6369338,4.873282149,6.317723917,6.085337262,0,0.954003407,0,0.010221465,0,0,0.015332198,0.003407155,0.017035775,37887
48502,77.55731864,39.09233995,43.59736933,59.97115808,39.21459338,47.17349785,110.0140852,108.6283564,122.2521466,177.835729,97.09925326,0.592689295,0.321148825,0.002610966,0.018276762,0,0.007832898,0.026109661,0.031331593,24790
48503,41.22655942,37.98491483,44.12770265,31.93576628,31.2459363,25.8530977,27.39284917,26.73031051,27.6653051,26.48604685,27.73402953,0.434751491,0.48667992,0.005685885,0.008866799,0,0.008866799,0.025964215,0.029184891,30120
48504,25.03889601,23.32583326,23.68044988,24.77285386,21.02089985,19.60278417,19.95233179,20.23355963,18.83426402,15.85914029,17.48237464,0.266969059,0.683946217,0.004568281,0.002105945,0.000291592,0.004082294,0.021059452,0.016977159,30226
48505,30.75602792,28.58541361,33.4742044,26.52305647,29.28639443,18.13163701,17.79524599,17.78650259,20.99574142,18.54329289,17.05582746,0.10970847,0.834549686,0.004102726,0.000355044,0.000197246,0.007574263,0.022841138,0.020671427,21293
48506,23.27684248,23.26633252,24.18343712,21.1471935,20.27541314,16.50389834,17.61370769,20.1898554,19.17869746,17.77035008,16.67756468,0.798551742,0.094647186,0.009219089,0.003445196,0.0001595,0.01658798,0.022361873,0.055027434,33562
48507,20.91204243,21.08895458,24.76559364,21.90469817,22.36797042,18.97588756,20.94744417,18.57325033,23.6239864,21.83395908,21.00550218,0.713197645,0.212269585,0.006144393,0.004032258,0.000544035,0.007584485,0.02374552,0.032482079,37731
48509,16.35716923,27.74947873,31.13611521,28.83719897,19.53589546,13.90954727,14.21025541,11.04586184,12.82672036,13.50330494,12.29124121,0.91832937,0.033185155,0.00568593,0.003204797,0.000413522,0.006306213,0.010544815,0.022330197,50895
48519,14.00545786,13.11391287,10.02553346,12.19058202,11.36916848,11.41847617,16.98197037,12.45649145,15.93876021,12.9258392,13.51326125,0.847777632,0.095188147,0.008784581,0.005375639,0,0.00747345,0.013373541,0.022027009,44809
48529,22.00741776,16.1587522,21.97199677,20.3279095,21.1131562,18.73341809,20.53128454,24.01045125,27.45490073,24.00414772,19.92586293,0.84747871,0.090517654,0.008037508,0.003061908,0.000574108,0.004497177,0.019806717,0.026026218,32615
48532,16.97884376,16.71238291,18.87568746,21.22259207,18.3748924,17.72567709,18.1487509,16.27548478,15.76181524,16.93603087,15.35605999,0.607078646,0.313196692,0.005445112,0.024605743,0,0.007191658,0.020907176,0.021574973,46510
48551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,NA
48553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,NA
48554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,44177
48601,17.02192157,16.25572579,20.44207324,22.76527083,6.614018885,3.303449682,3.384014946,5.327567463,3.515940043,4.415378704,3.609306757,0.274400552,0.55687311,0.005738505,0.001476296,7.14E-05,0.042669715,0.019168036,0.099602353,26751
48602,15.26762297,14.80832352,18.63558977,18.09896024,7.172667994,4.600447063,3.911852508,4.366994671,3.834227816,6.229027116,2.900167276,0.616006098,0.184969512,0.00527439,0.003567073,0.000213415,0.049695122,0.021097561,0.119176829,33559
48603,10.08686238,11.3908782,12.92040148,12.86039478,3.244183127,4.336636949,4.016039572,4.401857879,2.246379668,2.603366927,3.96305442,0.79952644,0.081832532,0.003049437,0.039929684,0.00100452,0.013309895,0.011695487,0.049652005,50915
48604,6.113836576,6.161974453,9.039613737,9.584464066,3.079843476,3.08444359,2.676817607,2.073774507,4.566763271,2.091797935,2.156023658,0.802629257,0.077024881,0.003176284,0.004323275,0.000705841,0.022145756,0.015263808,0.074730898,42566
48607,32.54767858,38.09721623,40.68172678,43.70751781,16.00188303,5.782219504,8.762808005,8.285217306,11.26469431,5.733497125,1.924257159,0.160529344,0.655350978,0.007479862,0.002301496,0,0.046029919,0.017836594,0.110471807,16167
48609,6.244064104,4.021116941,5.990901412,6.562818546,1.483582385,3.438993106,3.42583255,3.160300522,2.244573734,4.477991317,1.266024404,0.943776048,0.006605331,0.002359047,0.006133522,0,0.006998506,0.005504443,0.028623103,52972
48610,9.271446708,0,2.82242131,5.684604022,11.92352277,11.02787814,12.06007613,8.874045637,8.466304573,5.084558352,5.596766526,0.958091554,0.001289491,0.013217279,0.003868472,0,0.003546099,0.010315925,0.00967118,37239
48611,9.53856802,8.954489121,16.71945905,11.05893827,8.881579554,4.159004806,5.611229143,8.317257446,9.19974411,7.450315487,7.294417348,0.970235383,0.001670463,0.003492787,0.002581625,0.000303721,0.002581625,0.004252088,0.014882308,55589
48612,9.69052767,14.9110761,13.04615335,10.14081239,6.966493217,10.4284963,10.93514644,9.435534313,6.698970245,9.069868787,7.935389805,0.972670012,0.00096082,0.00288246,0.001281093,0.000106758,0.003095975,0.007366286,0.011636597,38159
48613,5.958458377,5.602852332,3.245295164,10.8126367,0,6.204232383,2.971424611,14.53472202,5.913617444,14.57729257,21.34402383,0.97167382,0.000858369,0.011158798,0,0,0.001716738,0.008583691,0.006008584,41387
48614,12.54940174,20.04875792,9.906869404,14.5468258,2.500661119,2.480837355,2.500661119,9.830918023,8.583214753,9.738247892,1.516398983,0.96507484,0,0.002851033,0,0,0.002138275,0.010691376,0.019244476,48940
48615,14.06777583,6.750864487,8.485652649,9.153796468,6.247257914,6.778591857,5.402110203,13.46185733,7.703267691,11.9349171,8.03857554,0.942106928,0.000632711,0.012970579,0,0,0.008857956,0.0028472,0.032584625,45769
48616,8.522758445,11.67403781,7.422172781,9.955225742,7.881654186,6.575999188,5.641113803,5.81258818,10.1481782,10.34664233,11.25151966,0.92994043,0.003108003,0.005568506,0.0003885,0,0.015540016,0.008935509,0.036519037,45293
48617,12.74730929,9.033145828,9.038563261,7.863167867,4.969373072,8.500012002,8.140606763,8.829398769,3.841955267,7.296490505,12.27488024,0.961044861,0.004088586,0.012606474,0.004542873,0,0.000795003,0.007495741,0.009426462,38357
48618,7.026402299,8.227573262,11.2415002,7.104709067,14.95098632,4.413759447,8.633976266,3.761893658,11.02736019,5.981052661,5.552224068,0.966795083,0.001651073,0.00642084,0.000550358,0,0.001651073,0.01137406,0.011557512,43102
48619,0,6.96444,14.98973054,0,0,7.341144516,0,13.94089484,7.327009247,6.976454839,7.399805806,0.974193548,0,0.004301075,0,0,0,0.021505376,0,36018
48621,7.456533996,2.382976159,0,2.51187064,2.387087196,5.045505813,5.29724908,2.682359603,1.006247609,9.906980206,6.207249007,0.984150943,0,0.003773585,0,0,0.000754717,0.006037736,0.005283019,32837
48622,7.300407672,11.03650669,9.246656478,12.1348411,10.71788689,8.589012725,9.068334756,7.335393591,8.201383161,9.948602218,5.577643291,0.969508401,0.001711263,0.00746733,0.001711263,0.000622278,0.001244555,0.009023024,0.008711886,40016
48623,3.882741957,4.429739334,5.808975974,7.333593161,5.145462724,2.286561781,4.060721611,3.753895769,3.27202607,3.60557939,3.243537104,0.948309518,0.00577809,0.002967127,0.00577809,0.000312329,0.006324666,0.006012337,0.024517842,71117
48624,7.981076584,8.740908861,13.03050132,12.67125797,10.18399362,6.464280601,7.435913055,8.09548895,10.02312195,7.723025003,10.50363746,0.975703325,0.000767263,0.005051151,0.001918159,0,0.001534527,0.007480818,0.007544757,36920
48625,12.71429075,14.65309937,15.81859851,9.721105421,9.078284231,10.17891405,8.10214559,7.026104197,5.783166651,11.64162268,18.63959012,0.958491425,0.002959478,0.005463652,0.001972985,0.000531188,0.001517681,0.016011534,0.013052056,27085
48626,8.157557667,7.899421816,10.34262838,8.064609296,4.073777229,4.52316285,7.464689454,3.456176127,3.442117637,4.003917275,3.395183827,0.961015852,0.002264639,0.001779359,0.001617599,0.00016176,0.005661598,0.007117438,0.020381753,60737
48627,0,0,0,0,0,0,0,0,0,0,0,0.951388889,0,0,0,0,0,0.027777778,0.020833333,37813
48628,15.07831233,16.01371182,5.518279773,13.57923148,13.79747998,7.349396956,7.3297258,3.440594272,7.520672085,5.338016976,11.85308385,0.977377892,0.003598972,0.003084833,0.000514139,0,0,0.011825193,0.003598972,45990
48629,8.01555727,14.21222908,14.29231896,11.73325075,10.40544927,6.56134436,8.357675783,10.41879754,8.34771687,11.42435652,8.582421199,0.97165475,0.002170582,0.005745659,0.001532176,0,0.000893769,0.008299285,0.009703779,34102
48630,0,0,0,0,0,0,0,0,0,0,105.6616435,1,0,0,0,0,0,0,0,28327
48631,8.591690373,9.152361167,12.28379343,10.93431885,11.14617185,16.16828432,11.99747698,8.649236851,7.898938833,5.381264506,9.747927913,0.971755067,0.001509271,0.004096593,0,0,0.001940492,0.008408797,0.01228978,54404
48632,9.136065327,10.26859085,7.483415473,8.958180371,11.66005631,7.796669951,3.874159571,5.354567512,9.591614888,7.223641912,4.249103024,0.958357432,0.000771159,0.012531328,0,0,0.001927897,0.013109697,0.013302487,35768
48633,0,0,0,0,0,0,0,0,0,0,0,0.980952381,0,0.00952381,0,0,0,0.00952381,0,32869
48634,6.075001624,7.801683116,11.20888097,12.45097891,9.126637634,11.73737406,5.054706886,11.13677609,6.919959003,8.769196179,8.973255113,0.964758698,0.001346801,0.004938272,0.001122334,0,0.002693603,0.005611672,0.01952862,53373
48635,6.17634698,4.228296758,6.462579148,4.137621742,6.411182581,2.317435919,3.565993134,4.38624679,6.816921996,4.530198601,0,0.980988593,0,0,0.005703422,0,0.001267427,0.00887199,0.003168568,29072
48636,0,2.916341088,3.982534375,0,8.313492824,3.254495139,18.12604688,12.89740127,14.56344722,17.48701551,4.830011574,0.955428571,0,0.013714286,0,0,0.004571429,0.013714286,0.012571429,32250
48637,4.452308514,3.815369902,8.430973444,16.84443349,7.073638702,10.09082962,6.407739416,4.061046234,1.880485412,8.52754159,6.262446978,0.946000578,0.000577534,0.005775339,0,0,0.010395611,0.004042738,0.033208201,49502
48638,2.275817281,2.411298638,2.356236279,3.631317575,4.465009921,4.564834275,2.1801385,2.852102654,3.528517582,3.689253869,3.208342083,0.806830621,0.087353134,0.002846092,0.016930599,0.000364884,0.015471065,0.012260089,0.057943516,53720
48640,11.07010764,13.01673164,13.4825847,12.47413115,8.310336895,10.2124848,9.91032071,9.643232833,11.2510683,9.764597109,8.559278458,0.938637771,0.009380805,0.004086687,0.020092879,0.000123839,0.003374613,0.009133127,0.015170279,49204
